32;5
32;6
32;7
32;8
32;9
32;10
32;11
32;12
32;13
32;14
32;15
32;16
32;17
32;18
32;19
32;20
32;21
32;22
32;23
32;24
32;25
32;26
32;27
32;28
32;29
32;30
32;31
32;32
31;33
31;34
31;35
31;36
31;37
31;38
31;39
31;40
31;41
31;42
31;43
31;44
31;45
31;46
31;47
31;48
31;49
31;50
31;51
31;52
31;53
31;54
31;55
31;56
31;57
31;58
31;59
31;60
31;61
31;62
31;63
31;64
31;65
31;66
31;67
31;68
31;69
31;70
31;71
31;72
31;73
31;74
31;75
31;76
31;77
31;78
31;79
31;80
31;81
31;82
31;83
31;84
31;85
31;86
31;87
31;88
30;89
30;90
30;91
30;92
30;93
30;94
30;95
30;96
30;97
30;98
30;99
30;100
30;101
30;102
30;103
30;104
30;105
30;106
30;107
30;108
30;109
30;110
30;111
30;112
30;113
30;114
30;115
30;116
31;117
32;118
33;119
33;120
34;121
35;122
36;123
37;124
38;125
38;126
39;127
40;128
41;129
42;130
43;131
43;132
44;133
45;134
46;135
47;136
48;137
49;138
49;139
50;140
51;141
52;142
53;143
54;144
54;145
55;146
56;147
57;148
58;149
59;150
59;151
60;152
61;153
62;154
63;155
64;156
65;157
65;158
66;159
67;160
68;161
69;162
70;163
70;164
71;165
72;166
73;167
74;168
75;169
76;170
76;171
77;172
78;173
79;174
80;175
81;176
81;177
82;178
83;179
84;180
85;181
86;182
86;183
87;184
88;185
89;186
90;187
91;188
92;189
92;190
93;191
94;192
95;193
96;194
97;195
97;196
98;197
99;198
100;199
101;200
102;201
102;202
103;203
104;204
105;205
106;205
107;205
108;205
109;205
110;204
111;204
112;204
113;204
114;204
115;204
116;204
117;204
118;204
119;204
120;203
121;203
122;203
123;203
124;203
125;203
126;203
127;203
128;203
129;203
130;202
131;202
132;202
133;202
134;202
135;202
136;202
137;202
138;202
139;201
140;201
141;201
142;201
143;201
144;201
145;201
146;201
147;201
148;201
149;200
150;200
151;200
152;200
153;200
154;200
155;200
156;200
157;200
158;200
159;199
160;199
161;199
162;199
163;199
164;199
165;199
166;199
167;199
168;198
169;198
170;198
171;198
172;198
173;198
174;198
175;198
176;198
177;198
178;197
179;197
180;197
181;197
182;197
183;197
184;197
185;197
186;197
187;197
188;196
189;196
190;196
191;196
192;196
193;196
194;196
195;196
196;196
197;196
198;195
199;195
200;195
201;195
202;195
203;195
204;195
205;195
206;195
207;194
208;194
209;194
210;194
211;194
212;194
213;194
214;194
215;194
216;194
217;193
218;193
219;193
220;193
221;193
222;193
223;193
224;193
225;193
226;193
227;192
228;192
229;192
230;192
231;192
232;191
233;190
234;190
235;189
236;188
237;187
238;187
239;186
240;185
241;184
242;184
243;183
244;182
245;181
246;181
247;180
248;179
249;178
250;177
251;177
252;176
253;175
254;174
255;174
256;173
257;172
258;171
259;171
260;170
261;169
262;168
263;167
264;167
265;166
266;165
267;164
268;164
269;163
270;162
271;161
272;161
273;160
274;159
275;158
276;158
277;157
278;156
279;155
280;154
281;154
282;153
283;152
284;151
285;151
286;150
287;149
288;148
289;148
290;147
291;146
292;145
293;145
294;144
295;143
296;142
297;141
298;141
299;140
300;139
301;138
302;138
303;137
304;136
305;135
306;135
307;134
308;133
309;132
310;131
311;131
312;130
313;129
314;128
315;128
316;127
317;126
318;125
319;125
320;124
321;123
322;122
323;122
324;121
325;120
326;119
327;118
328;118
329;117
330;116
331;115
332;115
